Begin Time - hh:mm:ss.ms	Begin Time - ss.msec	End Time - hh:mm:ss.ms	End Time - ss.msec	Duration - hh:mm:ss.ms	Duration - ss.msec	R Reim	Tg1a Kapitel	Ms1 Seite	Lemma	M2c Flexion Beleg 2	S2 Stammbaum	Ms2 Zeile	Tg2b Halbvers	Standard W	M1a DDDTS Lemma	S1a Satz	Sprache	Übersetzung	Tg3a Capitulum	M2b Flexion Beleg 1	Ts1 Seite Ed.2	Ts1 Seite Ed.1	Tg Kommentar	Ts1 Seite Ed.3	R Kommentar	Tg1b Unterkapitel	S1b Hierarchie	Referenz	Tg3b Section	Ts2 Zeile Ed.1	Referenztext R	Manuskript W	Ts2 Zeile Ed.2	Ts2 Zeile Ed.3	Tg3c Canon	M1b DDDTS Beleg	M2a Flexion Lemma	Referenztext W	Manuskript R	Lemmanachweis	Tg2a Vers	Identifizierer	File Path
00:02:05.200	125.2	00:02:06.000	126.0	00:00:00.800	0.8		I		sin	ind_pres_sg_3				ist	VA	CF_CS_I_Int 	goh	sein		irr		3						::1000		14		ist				VAFIN	irr	ist				::1000	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:06.000	126.0	00:02:07.800	127.8	00:00:01.800	1.8		I		gizal	comp_neut_sg_nom_wk				gizelira	ADJ	CF_CS_I_Int 	goh	leicht		n		3						::1010		14		gazelira				ADJD	a,o	gazelira				::1010	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:08.200	128.2	00:02:10.400	130.4	00:00:02.200	2.2		I									CF_CS_I_Int 						3						::1020		14												::1020	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:10.400	130.4	00:02:11.800	131.8	00:00:01.400	1.4		I		firlaʒan	p_pos_fem_pl_nom_st				firlāʒano	VV	CF_U_M 	goh	freilassen, vergeben, verzeihen		red1		3						::1030		15		forlaz seno				VVPP	red1	forlaz seno				::1030	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:11.800	131.8	00:02:12.800	132.8	00:00:01.000	1.0		I		firlaʒan	p_pos_fem_pl_nom_st				firlāʒano	VV	CF_U_M 	goh	freilassen, vergeben, verzeihen		red1		3						::1040		15		forlaz seno				VVPP	red1	forlaz seno				::1040	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:13.200	133.2	00:02:14.200	134.2	00:00:01.000	1.0		I		du	sg_dat_2				dir	PPER	CF_U_M 	goh	du				3						::1050		15		dhir				PPER		dhir				::1050	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:14.200	134.2	00:02:15.200	135.2	00:00:01.000	1.0		I		wërdan	ind_pres_pl_3				wërdant	VA	CF_U_M 	goh	werden		st3b		3						::1060		15		uuer dant				VAFIN	st3b	uuer dant				::1060	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:15.200	135.2	00:02:16.200	136.2	00:00:01.000	1.0		I		wërdan	ind_pres_pl_3				wërdant	VA	CF_U_M 	goh	werden		st3b		3						::1070		15		uuer dant				VAFIN	st3b	uuer dant				::1070	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:16.200	136.2	00:02:17.400	137.4	00:00:01.200	1.2		I		din	fem_pl_nom_st				dīno	DPOS	CF_U_M 	goh	dein		p		3						::1080		15		dhino				DPOS	a,o	dhino				::1080	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:17.400	137.4	00:02:18.800	138.8	00:00:01.400	1.4		I		sunta	pl_nom				suntiā	NA	CF_U_M 	goh	Sünde		jo_fem		3						::1090		15		suntea				NA	jo,n_fem	suntea				::1090	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:18.800	138.8	00:02:19.600	139.6	00:00:00.800	0.8		I		ëdo					ëdo	KO	CF_CC_I_Int	goh	oder				3						::1100		16		odo				KON		odo				::1100	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:19.600	139.6	00:02:22.000	142.0	00:00:02.400	2.4		I									CF_CC_I_Int						3						::1110		16												::1110	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:22.400	142.4	00:02:24.000	144.0	00:00:01.600	1.6		I		irstantan	imp_pres_sg_2				irstant	VV	CF_U_Imp 	goh	aufstehen, sich erheben		st6		3						::1120		16		arstant				VVIMP	st6	arstant				::1120	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:24.000	144.0	00:02:25.000	145.0	00:00:01.000	1.0		I		enti					enti	KO	CF_U_Imp 	goh	und				3						::1130		16		enti				KON		enti				::1130	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:25.000	145.0	00:02:25.800	145.8	00:00:00.800	0.8		I		gangan	imp_pres_sg_2				gang	VV	CF_U_Imp 	goh	gehen		red1		3						::1140		16		ganc				VVIMP	red1	ganc				::1140	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
