Begin Time - hh:mm:ss.ms	Begin Time - ss.msec	End Time - hh:mm:ss.ms	End Time - ss.msec	Duration - hh:mm:ss.ms	Duration - ss.msec	R Reim	Tg1a Kapitel	Ms1 Seite	Lemma	M2c Flexion Beleg 2	S2 Stammbaum	Ms2 Zeile	Tg2b Halbvers	M1a DDDTS Lemma	Standard W	S1a Satz	Sprache	Übersetzung	M2b Flexion Beleg 1	Ts1 Seite Ed.2	Ts1 Seite Ed.1	Tg Kommentar	Ts1 Seite Ed.3	R Kommentar	Tg1b Unterkapitel	S1b Hierarchie	Referenz	Ts2 Zeile Ed.1	Referenztext R	Manuskript W	Ts2 Zeile Ed.2	Ts2 Zeile Ed.3	M1b DDDTS Beleg	M2a Flexion Lemma	Referenztext W	Manuskript R	Tg2a Vers	Identifizierer	File Path
00:00:00.000	0.0	00:06:47.400	407.4	00:06:47.400	407.4		43																																file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:00.000	0.0	00:00:06.200	6.2	00:00:06.200	6.2		43									CP_CS_U_M																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:06.600	6.6	00:00:13.200	13.2	00:00:06.600	6.6		43									CF_I_Adv_Temp																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:13.600	13.6	00:00:17.000	17.0	00:00:03.400	3.4		43									CP_CC_U_M 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:17.400	17.4	00:00:21.800	21.8	00:00:04.400	4.4		43									CF_I_Att 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:22.200	22.2	00:00:33.800	33.8	00:00:11.600	11.6		43									CF_U_M 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:34.200	34.2	00:00:42.800	42.8	00:00:08.600	8.6		43									CF_I_Adv_Fin 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:44.000	44.0	00:00:54.800	54.8	00:00:10.800	10.8		43									CF_U_M																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:56.400	56.4	00:01:00.200	60.2	00:00:03.800	3.8		43									CE 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:01:01.800	61.8	00:01:04.600	64.6	00:00:02.800	2.8		43									CE																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:01:06.200	66.2	00:01:09.000	69.0	00:00:02.800	2.8		43									CE																						6397	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:01:10.600	70.6	00:01:17.800	77.8	00:00:07.200	7.2		43									CF																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:01:18.200	78.2	00:01:22.000	82.0	00:00:03.800	3.8		43									CF_U_M 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:01:23.600	83.6	00:01:27.800	87.8	00:00:04.200	4.2		43									CE 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:01:29.400	89.4	00:01:35.000	95.0	00:00:05.600	5.6		43									CF_I_M																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:01:36.600	96.6	00:01:38.200	98.2	00:00:01.600	1.6		43									CE 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:01:38.600	98.6	00:01:47.800	107.8	00:00:09.200	9.2		43									CF_I_Att 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:01:49.400	109.4	00:01:57.200	117.2	00:00:07.800	7.8		43									CF_I_Adv_Fin																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:01:58.800	118.8	00:02:00.800	120.8	00:00:02.000	2.0		43		fullen	p_pos_neut_sg_dat_st				VV	gifultemu	CE	goh	beenden, voll-, vollbringen	wk1a											kefultemu			VVPP	wk1a	kefultemu			6426	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:02:03.600	123.6	00:02:12.000	132.0	00:00:08.400	8.4		43									CF																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:02:14.000	134.0	00:02:17.800	137.8	00:00:03.800	3.8		43									CE 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:02:23.800	143.8	00:02:26.000	146.0	00:00:02.200	2.2		43									CE																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:02:26.400	146.4	00:02:31.200	151.2	00:00:04.800	4.8		43									CP_I_Adv_Fin 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:02:32.800	152.8	00:02:39.200	159.2	00:00:06.400	6.4		43									CF																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:02:39.600	159.6	00:02:47.200	167.2	00:00:07.600	7.6		43									CF_I_Adv_Cnd																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:02:50.000	170.0	00:02:51.800	171.8	00:00:01.800	1.8		43		gistaton	ind_pres_sg_3				VV	gistatōt	CE	goh	stehen bleiben, sich niederlassen	wk2											kestatot			VVFIN	wk2	kestatot			6452	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:02:53.400	173.4	00:02:55.000	175.0	00:00:01.600	1.6		43		slafan	ind_pres_sg_3				VV	slāfit	CE	goh	(ein)schlafen	red1											slaffit			VVFIN	red1	slaffit			6453	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:02:56.600	176.6	00:03:02.000	182.0	00:00:05.400	5.4		43									CF																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:03:03.600	183.6	00:03:06.600	186.6	00:00:03.000	3.0		43									CF																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:03:08.200	188.2	00:03:15.600	195.6	00:00:07.400	7.4		43									CF_U_M 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:03:17.200	197.2	00:03:21.000	201.0	00:00:03.800	3.8		43									CP																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:03:21.000	201.0	00:03:25.600	205.6	00:00:04.600	4.6		43									CF																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:03:27.200	207.2	00:03:30.400	210.4	00:00:03.200	3.2		43									CE																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:03:30.800	210.8	00:03:33.000	213.0	00:00:02.200	2.2		43		tagalih	pos_fem_pl_dat_st				ADJ	tagalīhhēn	CE	goh	täglich	p											Tagalihhem			ADJ	a,o	Tagalihhem			6473	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:03:34.600	214.6	00:03:35.800	215.8	00:00:01.200	1.2		43		zit	pl_dat				NA	zītin	CE	goh	Zeit, Stunde	i_fem											citim			NA	i_fem,a_neut	citim			6474	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:03:35.800	215.8	00:03:40.000	220.0	00:00:04.200	4.2		43									CE																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:03:51.000	231.0	00:03:54.400	234.4	00:00:03.400	3.4		43									CE																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:03:54.800	234.8	00:03:55.400	235.4	00:00:00.600	0.6		43		ewa	sg_dat				NA	ēwu	CE	goh	Gesetz, Regel, Gebot	o_fem											euu			NA	jo_fem	euu			6481	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:03:55.800	235.8	00:04:00.000	240.0	00:00:04.200	4.2		43									CF_I_Att 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:04:05.200	245.2	00:04:08.200	248.2	00:00:03.000	3.0		43									CE																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:04:09.800	249.8	00:04:14.200	254.2	00:00:04.400	4.4		43									CE																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:04:15.800	255.8	00:04:17.600	257.6	00:00:01.800	1.8		43		urloubi	sg_acc				NA	urloubī	CE	goh	Erlaubnis, Genehmigung	in_fem											urlaubii			NA	in_fem	urlaubii			6490	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:04:19.200	259.2	00:04:23.800	263.8	00:00:04.600	4.6		43									CE																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:04:31.600	271.6	00:04:34.200	274.2	00:00:02.600	2.6		43									CE 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:04:35.800	275.8	00:04:37.800	277.8	00:00:02.000	2.0		43									CE																						6496	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:04:39.200	279.2	00:04:47.800	287.8	00:00:08.600	8.6		43									CE 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:04:51.400	291.4	00:04:56.200	296.2	00:00:04.800	4.8		43									CE 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:04:56.600	296.6	00:05:01.400	301.4	00:00:04.800	4.8		43									CF																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:05:01.800	301.8	00:05:06.600	306.6	00:00:04.800	4.8		43									CF_I_Adv_Cnd 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:05:07.000	307.0	00:05:10.600	310.6	00:00:03.600	3.6		43									CE																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:05:14.200	314.2	00:05:16.200	316.2	00:00:02.000	2.0		43		teilnumft	sg_dat				NA	teilnumfti	CE	goh	Teilnahme	i_fem											teilnufti			NA	i_fem	teilnufti			6516	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:05:17.800	317.8	00:05:23.600	323.6	00:00:05.800	5.8		43									CE																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:05:26.400	326.4	00:05:27.400	327.4	00:00:01.000	1.0		43		eino					ADV	eino	CE	goh	allein												eino			ADV		eino			6520	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:05:27.400	327.4	00:05:31.400	331.4	00:00:04.000	4.0		43									CE 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:05:35.800	335.8	00:05:37.600	337.6	00:00:01.800	1.8		43									CE 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:05:38.000	338.0	00:05:39.400	339.4	00:00:01.400	1.4		43		so sama					ADV	sō sama	CE	goh	ebenso												sosama			ADV		sosama			6526	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:05:41.000	341.0	00:05:43.400	343.4	00:00:02.400	2.4		43									CE 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:05:45.000	345.0	00:05:45.800	345.8	00:00:00.800	0.8		43		dër	masc_sg_acc				DD	dën	CE	goh	der, die, das												den			DDS		den			6529	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:05:50.600	350.6	00:05:52.400	352.4	00:00:01.800	1.8		43		antwurti	pos				ADJ	antwurti	CE	goh	gegenwärtig, anwesend	ja,jo											antuurti			ADJD	ja,jo	antuurti			6530	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:05:54.000	354.0	00:05:59.000	359.0	00:00:05.000	5.0		43									CE																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:06:00.600	360.6	00:06:02.600	362.6	00:00:02.000	2.0		43		sezzen	p_pos_fem_sg_dat_st				VV	gisazteru	CE	goh	setzen, festsetzen	wk1a											kesazteru			VVPP	wk1a	kesazteru			6534	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:06:04.200	364.2	00:06:09.200	369.2	00:00:05.000	5.0		43									CE 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:06:10.800	370.8	00:06:14.200	374.2	00:00:03.400	3.4		43									CE 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:06:14.600	374.6	00:06:22.400	382.4	00:00:07.800	7.8		43									CF																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:06:24.000	384.0	00:06:25.600	385.6	00:00:01.600	1.6		43		widaron	ind_pres_sg_3				VV	widarōt	CE	goh	zurückweisen, verweigern, verabscheuen	wk2											uuidarot			VVFIN	wk2	uuidarot			6548	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:06:26.000	386.0	00:06:30.000	390.0	00:00:04.000	4.0		43									CF 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:06:30.400	390.4	00:06:33.600	393.6	00:00:03.200	3.2		43									CF_I_Att 																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:06:34.000	394.0	00:06:35.400	395.4	00:00:01.400	1.4		43		ander	pos_neut_sg_acc_st				DI	anderaʒ	CE	goh	der andere	p											andraz			DI	a,o	andraz			6556	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:06:42.600	402.6	00:06:47.000	407.0	00:00:04.400	4.4		43									CE																							file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:00.000	0.0	00:00:00.600	0.6	00:00:00.600	0.6		43		zi					AP	zi	CP_CS_U_M	goh	zu												ze			APPR		ze			6351	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:00.600	0.6	00:00:01.600	1.6	00:00:01.000	1.0		43		zit	sg_dat				NA	zīti	CP_CS_U_M	goh	Zeit(punkt), Stunde	i_fem											citi			NA	i_fem,a_neut	citi			6352	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:01.600	1.6	00:00:02.400	2.4	00:00:00.800	0.8		43		dër	neut_sg_gen				DD	dës	CP_CS_U_M	goh	der, die, das; wer, welcher; welche; was, welches												des			DDA		des			6353	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:02.400	2.4	00:00:04.600	4.6	00:00:02.200	2.2		43		gotkund	pos_neut_sg_gen_wk				ADJ	gotkundin	CP_CS_U_M	goh	göttlich	n											cotchundin			ADJ	a,o	cotchundin			6354	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:04.600	4.6	00:00:06.200	6.2	00:00:01.600	1.6		43		ambaht	sg_gen				NA	ambahtes	CP_CS_U_M	goh	Dienst	a_neut											anbahtes			NA	a_neut	anbahtes			6355	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:06.200	6.2	00:00:06.600	6.6	00:00:00.400	0.4		43							$,	, 															, 			$,		, 				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:06.600	6.6	00:00:08.400	8.4	00:00:01.800	1.8		43		sario so					KO	sārio sō	CF_I_Adv_Temp	goh	sobald wie												sario so			KOUS		sario so				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:08.400	8.4	00:00:10.200	10.2	00:00:01.800	1.8		43		horen	p_pos_neut_sg_acc_st				VV	gihōrtaʒ	CF_I_Adv_Temp	goh	hören (auf), vernehmen	wk1a											kihortaz			VVPP	wk1a	kihortaz			6358	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:10.200	10.2	00:00:11.800	11.8	00:00:01.600	1.6		43		wërdan	ind_pres_sg_3				VA	wirdit	CF_I_Adv_Temp	goh	werden	st3b											uuirdit			VAFIN	st3b	uuirdit			6359	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:11.800	11.8	00:00:13.200	13.2	00:00:01.400	1.4		43		zeihhan	sg_acc				NA	zeihhan	CF_I_Adv_Temp	goh	Zeichen	a_neut											zeihhan			NA	a_neut	zeihhan			6360	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:13.200	13.2	00:00:13.600	13.6	00:00:00.400	0.4		43							$,	, 															, 			$,		, 				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:13.600	13.6	00:00:16.000	16.0	00:00:02.400	2.4		43		firlaʒan	p_pos_neut_pl_dat_st				VV	firlāʒanēn	CP_CC_U_M 	goh	(ver)lassen, aufgeben, zurücklassen	red1											farlazzanem			VVPP	red1	farlazzanem			6361	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:16.000	16.0	00:00:17.000	17.0	00:00:01.000	1.0		43		al	neut_pl_dat_st				DI	allēn	CP_CC_U_M 	goh	all, jeder	p											allem			DIS	a,o	allem			6362	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:17.000	17.0	00:00:17.400	17.4	00:00:00.400	0.4		43							$,	, 															, 			$,		, 				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:17.400	17.4	00:00:18.200	18.2	00:00:00.800	0.8		43		dër	neut_pl_nom				DD	diu	CF_I_Att 	goh	der, die, das												dei			DDSREL		dei			6363	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:18.200	18.2	00:00:19.000	19.0	00:00:00.800	0.8		43		doh					ADV	doh	CF_I_Att 	goh	(je)doch, gleichwohl, trotzdem, aber												doh			ADV		doh			6364	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:19.000	19.0	00:00:20.000	20.0	00:00:01.000	1.0		43		sin	ind_pres_pl_3				VA	sint	CF_I_Att 	goh	sein	irr											sint			VAFIN	irr	sint			6365	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:20.000	20.0	00:00:20.600	20.6	00:00:00.600	0.6		43		in					AP	in	CF_I_Att 	goh	in												in			APPR		in			6366	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:20.600	20.6	00:00:21.800	21.8	00:00:01.200	1.2		43		hant	pl_dat				NA	hantun	CF_I_Att 	goh	Hand	u_fem											hantum			NA	u,i_fem	hantum			6367	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:21.800	21.8	00:00:22.200	22.2	00:00:00.400	0.4		43							$,	, 															, 			$,		, 				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:22.200	22.2	00:00:23.000	23.0	00:00:00.800	0.8		43		mit					AP	mit	CF_U_M 	goh	mit												mit			APPR		mit			6368	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:23.000	23.0	00:00:24.000	24.0	00:00:01.000	1.0		43		dër	fem_sg_dat				DD	dëru	CF_U_M 	goh	der, die, das												dera			DDA		dera			6369	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:24.000	24.0	00:00:25.800	25.8	00:00:01.800	1.8		43		furiro	sup_fem_sg_dat_wk				ADJ	furistūn	CF_U_M 	goh	größer, vortrefflicher	n											furistun			ADJ	n	furistun			6370	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:25.800	25.8	00:00:27.200	27.2	00:00:01.400	1.4		43		ilunga	sg_dat				NA	īlungu	CF_U_M 	goh	Eile, Eifer	o_fem											ilungu			NA	o_fem	ilungu			6371	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:27.200	27.2	00:00:27.800	27.8	00:00:00.600	0.6		43		sin	subj_pres_sg_3				VA	sī	CF_U_M 	goh	sein	irr											si			VAFIN	irr	si			6372	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:27.800	27.8	00:00:30.000	30.0	00:00:02.200	2.2		43		loufan					VV	giloufan	CF_U_M 	goh	laufen, eilen, rennen	red2											kehlauffan			VVPP	red2	kehlauffan			6373	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:30.000	30.0	00:00:30.800	30.8	00:00:00.800	0.8		43		mit					AP	mit	CF_U_M 	goh	mit												mit			APPR		mit			6374	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:30.800	30.8	00:00:32.200	32.2	00:00:01.400	1.4		43		fruoti	sg_dat				NA	fruotī	CF_U_M 	goh	Klugheit, Verstand, Weisheit	in_fem											fruati			NA	in_fem	fruati			6375	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:32.200	32.2	00:00:33.800	33.8	00:00:01.600	1.6		43		diuwidaro *K					ADV	diuwidaro	CF_U_M 	goh	jedoch												duuidaro			ADV		duuidaro			6376	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:33.800	33.8	00:00:34.200	34.2	00:00:00.400	0.4		43							$,	, 															, 			$,		, 				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:34.200	34.2	00:00:35.000	35.0	00:00:00.800	0.8		43		daʒ					KO	daʒ	CF_I_Adv_Fin 	goh	daß, damit												daz			KOUS		daz			6377	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:35.000	35.0	00:00:36.400	36.4	00:00:01.400	1.4		43		nalles					ADV	nalles	CF_I_Adv_Fin 	goh	keineswegs												nalles			ADV		nalles			6378	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:36.400	36.4	00:00:37.200	37.2	00:00:00.800	0.8		43		dër	masc,neut_sg_gen				DD	dës	CF_I_Adv_Fin 	goh	der, die, das												des			DDA		des			6379	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:37.200	37.2	00:00:38.800	38.8	00:00:01.600	1.6		43		scërn	sg_gen				NA	scërnes	CF_I_Adv_Fin 	goh	Albernheit, alberner Spaß, ungehöriger Scherz	a_masc,neut											skernes			NA	a_masc,neut	skernes			6380	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:38.800	38.8	00:00:40.000	40.0	00:00:01.200	1.2		43		scërn	sg_nom				NA	scërn	CF_I_Adv_Fin 	goh	Albernheit, alberner Spaß, ungehöriger Scherz	a_masc,neut											skern			NA	a_masc,neut	skern			6381	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:40.000	40.0	00:00:41.200	41.2	00:00:01.200	1.2		43		findan	subj_pres_sg_3				VV	finde	CF_I_Adv_Fin 	goh	finden	st3a											finde			VVFIN	st3a	finde			6382	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:41.200	41.2	00:00:42.800	42.8	00:00:01.600	1.6		43		zuntara	sg_acc				NA	zuntarūn	CF_I_Adv_Fin 	goh	Zunder, Brennstoff, Zünd-	n_fem											zuntrun			NA	n_fem	zuntrun			6383	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:42.800	42.8	00:00:43.000	43.0	00:00:00.200	0.2		43							$(	(															(			$(		(				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:43.000	43.0	00:00:43.600	43.6	00:00:00.600	0.6		43								101															101					101				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:43.600	43.6	00:00:44.000	44.0	00:00:00.400	0.4		43							$(	) 															) 			$(		) 				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:44.000	44.0	00:00:45.800	45.8	00:00:01.800	1.8		43		giwisso					ADV	giwisso	CF_U_M	goh	gewiß, sicher(lich)												keuuisso			ADV		keuuisso			6384	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:45.800	45.8	00:00:47.600	47.6	00:00:01.800	1.8		43		niowiht	neut_sg_nom				PI	niowiht	CF_U_M	goh	nichts	a,i											neouueht			PINEG	a,i	neouueht			6385	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:47.600	47.6	00:00:48.600	48.6	00:00:01.000	1.0		43		dër	neut_sg_dat				DD	dëmu	CF_U_M	goh	der, die, das												demu			DDA		demu			6386	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:48.600	48.6	00:00:50.200	50.2	00:00:01.600	1.6		43		wërk	sg_dat				NA	wërke	CF_U_M	goh	Werk, Tat	a_neut											uuerche			NA	a_neut	uuerche			6387	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:50.200	50.2	00:00:51.400	51.4	00:00:01.200	1.2		43		got	sg_gen				NA	gotes	CF_U_M	goh	Gott	a_masc											cotes			NE	a_masc	cotes			6388	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:51.400	51.4	00:00:52.400	52.4	00:00:01.000	1.0		43		furi					ADV	furi	CF_U_M	goh	vor 												furi			PTKVZ		furi			6389	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:52.400	52.4	00:00:53.000	53.0	00:00:00.600	0.6		43		sin	subj_pres_sg_3				VA	sī	CF_U_M	goh	sein	irr											si			VAFIN	irr	si			6390	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:53.000	53.0	00:00:54.800	54.8	00:00:01.800	1.8		43		furisezzen					VV	gisezzit	CF_U_M	goh	vorziehen, voranstellen	wk1a											kesezzit			VVPP	wk1a	kesezzit			6391	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:54.800	54.8	00:00:55.200	55.2	00:00:00.400	0.4		43							$.	. 															. 			$.		. 				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:55.200	55.2	00:00:55.600	55.6	00:00:00.400	0.4		43							$.	. 															. 			$.		. 				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:55.600	55.6	00:00:56.000	56.0	00:00:00.400	0.4		43							$.	. 															. 			$.		. 				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:56.000	56.0	00:00:56.400	56.4	00:00:00.400	0.4		43							$.	. 															. 			$.		. 				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
00:00:56.400	56.4	00:00:58.600	58.6	00:00:02.200	2.2		43		nahtlih	pos_fem_pl_dat_st				ADJ	nahtlīhhēn	CE 	goh	nächtlich	p											nahtlihhem			ADJ	a,o	nahtlihhem			6392	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_43.eaf
