Begin Time - hh:mm:ss.ms	Begin Time - ss.msec	End Time - hh:mm:ss.ms	End Time - ss.msec	Duration - hh:mm:ss.ms	Duration - ss.msec	R Reim	Tg1a Kapitel	Ms1 Seite	Lemma	M2c Flexion Beleg 2	S2 Stammbaum	Ms2 Zeile	Tg2b Halbvers	M1a DDDTS Lemma	Standard W	S1a Satz	Sprache	Übersetzung	M2b Flexion Beleg 1	Ts1 Seite Ed.2	Ts1 Seite Ed.1	Tg Kommentar	Ts1 Seite Ed.3	R Kommentar	Tg1b Unterkapitel	S1b Hierarchie	Referenz	Ts2 Zeile Ed.1	Referenztext R	Manuskript W	Ts2 Zeile Ed.2	Ts2 Zeile Ed.3	M1b DDDTS Beleg	M2a Flexion Lemma	Referenztext W	Manuskript R	Tg2a Vers	Identifizierer	File Path
00:01:59.800	119.8	00:02:01.400	121.4	00:00:01.600	1.6		2		rahha	pl_gen				NA	rahhōno	CF_I_O 	goh	Rechenschaft	o_fem											rachono			NA	o_fem	rachono			1188	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:01.400	121.4	00:02:02.000	122.0	00:00:00.600	0.6		2		in					AP	in	CF_I_O 	goh	in, bei												in			APPR		in			1189	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:02.000	122.0	00:02:03.000	123.0	00:00:01.000	1.0		2		dër	fem_sg_dat				DD	dëru	CF_I_O 	goh	der, die, das												dera			DDA		dera			1190	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:03.000	123.0	00:02:05.600	125.6	00:00:02.600	2.6		2		forhtlih	pos_fem_sg_dat_wk				ADJ	forhtlīhhūn	CF_I_O 	goh	furchterregend, schrecklich; Ehrfurcht gebietend	n											forahtlihhun			ADJ	a,o	forahtlihhun			1191	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:05.600	125.6	00:02:06.800	126.8	00:00:01.200	1.2		2		suona	sg_dat				NA	suonu	CF_I_O 	goh	Gericht	o_fem											suanu			NA	o_fem	suanu			1192	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:06.800	126.8	00:02:08.000	128.0	00:00:01.200	1.2		2		got	sg_gen				NA	gotes	CF_I_O 	goh	Gott	a_masc											cotes			NE	a_masc	cotes			1193	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:08.000	128.0	00:02:08.600	128.6	00:00:00.600	0.6		2		zi					AP	zi	CF_I_O 	goh	zu												ze			PTKZU		ze			1194	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:08.600	128.6	00:02:10.000	130.0	00:00:01.400	1.4		2		tuon	sg_dat				VV	tuonne	CF_I_O 	goh	tun, machen (für)	irr											tuenne			VVINFS	irr	tuenne			1195	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:10.000	130.0	00:02:10.800	130.8	00:00:00.800	0.8		2		sin	ind_pres_sg_3				VA	ist	CF_I_O 	goh	sein	irr											ist			VAFIN	irr	ist			1196	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:10.800	130.8	00:02:12.800	132.8	00:00:02.000	2.0		2		gisuohhida	sg_nom				NA	gisuohhida	CF_I_O 	goh	Untersuchung	o_fem											kesuahhida			NA	o_fem	kesuahhida			1197	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:12.800	132.8	00:02:13.200	133.2	00:00:00.400	0.4		2							$.	. 															. 			$.		. 				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:13.200	133.2	00:02:14.200	134.2	00:00:01.000	1.0		2		inti					KO	inti	CF_I_M  	goh	und, auch												Indi			KON		Indi			1198	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:14.200	134.2	00:02:15.600	135.6	00:00:01.400	1.4		2		wiʒʒan	subj_pres_sg_3				VV	wiʒʒi	CF_I_M  	goh	wissen (von), (er)kennen; verstehen, begreifen	prpr											uuizzi			VVFIN	prpr	uuizzi			1199	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:15.600	135.6	00:02:16.000	136.0	00:00:00.400	0.4		2							$.	. 	CF_I_M  														. 			$.		. 				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:16.000	136.0	00:02:16.400	136.4	00:00:00.400	0.4		2							$.	. 	CF_I_M  														. 			$.		. 				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:16.400	136.4	00:02:16.800	136.8	00:00:00.400	0.4		2							$.	. 	CF_I_M  														. 			$.		. 				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:16.800	136.8	00:02:17.200	137.2	00:00:00.400	0.4		2							$.	. 	CF_I_M  														. 			$.		. 				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:17.200	137.2	00:02:18.400	138.4	00:00:01.200	1.2		2		sunta	sg_dat				NA	suntu	CF_I_M  	goh	Schuld	o_fem											sunta			NA	jo_fem	sunta			1200	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:18.400	138.4	00:02:19.800	139.8	00:00:01.400	1.4		2		hirti	sg_gen				NA	hirtes	CF_I_M  	goh	Hirt, Schäfer	a_masc											hirtes			NA	ja_masc	hirtes			1201	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:19.800	139.8	00:02:20.400	140.4	00:00:00.600	0.6		2		ana					AP	ana-	CF_I_M  	goh	an												ana			PTKVZ		ana-			1202	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:20.400	140.4	00:02:22.200	142.2	00:00:01.800	1.8		2		analinen	pos				VV	linēnti	CF_I_M  	goh	gelten als, zufallen	wk3											hlinenti			VVPSD	wk3	hlinenti			1202	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:22.200	142.2	00:02:24.600	144.6	00:00:02.400	2.4		2		so waʒ so	neut_sg_acc				PW	sō waʒ sō	CF	goh	was auch immer												so huuaz so			PWG		so huuaz so				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:24.600	144.6	00:02:25.200	145.2	00:00:00.600	0.6		2		in					AP	in	CF	goh	in, bei												in			APPR		in			1206	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:25.200	145.2	00:02:26.800	146.8	00:00:01.600	1.6		2		scaf	pl_dat				NA	scāfun	CF	goh	Schaf	a_neut											scaffum			NA	a_neut	scaffum			1207	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:26.800	146.8	00:02:28.000	148.0	00:00:01.200	1.2		2		fater	sg_nom				NA	fater	CF	goh	Vater	er_masc											fater			NA	er_masc	fater			1208	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:28.000	148.0	00:02:30.000	150.0	00:00:02.000	2.0		2		hiwisci	sg_gen				NA	hīwisces	CF	goh	Familie, Geschlecht, Haus	a_neut											hiuuiskes			NA	ja_neut	hiuuiskes			1209	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:30.000	150.0	00:02:31.800	151.8	00:00:01.800	1.8		2		biderbi	sg_gen				NA	biderbī	CF	goh	Ertrag	in_fem											piderbii			NA	in_fem	piderbii			1210	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:31.800	151.8	00:02:33.200	153.2	00:00:01.400	1.4		2		sin	fem_sg_gen_st				DPOS	sînera	CF	goh	sein (eigen)	p											sinera			DPOSN	a,o	sinera			1211	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:33.200	153.2	00:02:34.000	154.0	00:00:00.800	0.8		2		min					ADV	min	CF	goh	weniger, minder												min			ADVNEG		min			1212	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:34.000	154.0	00:02:35.000	155.0	00:00:01.000	1.0		2		magan	subj_pres_sg_3				VM	megi	CF	goh	können	prpr											megi			VMFIN	prpr	megi			1213	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:35.000	155.0	00:02:36.200	156.2	00:00:01.200	1.2		2		findan					VV	findan	CF	goh	(wieder)finden, entdecken, ausfindig machen; vorfinden	st3a											findan			VVINF	st3a	findan			1214	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:36.200	156.2	00:02:36.600	156.6	00:00:00.400	0.4		2							$.	. 															. 			$.		. 				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:36.600	156.6	00:02:37.200	157.2	00:00:00.600	0.6		2		so					ADV	sō	CF_U_M 	goh	so, auf diese Art, auf diese Weise												So			ADV		So			1215	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:37.200	157.2	00:02:38.200	158.2	00:00:01.000	1.0		2		afar					ADV	afar	CF_U_M 	goh	aber, (je)doch												auur			ADV		auur			1216	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:38.200	158.2	00:02:38.800	158.8	00:00:00.600	0.6		2		sin	ind_pres_sg_3				VA	ist	CF_U_M 	goh	sein	irr											ist			VAFIN	irr	ist			1217	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:38.800	158.8	00:02:39.200	159.2	00:00:00.400	0.4		2							$,	, 															, 			$,		, 				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:39.800	159.8	00:02:40.200	160.2	00:00:00.400	0.4		2							$,	, 															, 			$,		, 				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:40.200	160.2	00:02:41.000	161.0	00:00:00.800	0.8		2		ibu					KO	ibu	CF_I_Adv_Cnd	goh	wenn, falls												ibu			KOUS		ibu			1219	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:41.000	161.0	00:02:43.200	163.2	00:00:02.200	2.2		2		unstilli	pos_neut_sg_dat_st				ADJ	unstillemu	CF_I_Adv_Cnd	goh	unruhig, schwankend	p											unstillemu			ADJ	ja,jo	unstillemu			1220	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:43.200	163.2	00:02:44.000	164.0	00:00:00.800	0.8		2		ëdo					KO	ëdo	CF_I_Adv_Cnd	goh	oder, und												edo			KON		edo			1221	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:44.000	164.0	00:02:46.600	166.6	00:00:02.600	2.6		2		unhorsamonti	pos_neut_sg_nom_0				ADJ	unhōrsamōnti	CF_I_Adv_Cnd	goh	ungehorsam	ja,jo											unhorsamonti			ADJ	ja,jo	unhorsamonti			1222	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:46.600	166.6	00:02:48.200	168.2	00:00:01.600	1.6		2		kortar	sg_nom				NA	kortar	CF_I_Adv_Cnd	goh	Herde	a_neut											chortar			NA	a_neut	chortar			1223	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:48.200	168.2	00:02:49.600	169.6	00:00:01.400	1.4		2		hirti	sg_gen				NA	hirtes	CF_I_Adv_Cnd	goh	Hirt, Schäfer	a_masc											hirtes			NA	ja_masc	hirtes			1224	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:49.600	169.6	00:02:49.800	169.8	00:00:00.200	0.2		2							$(	(	CF_I_Adv_Cnd														(			$(		(				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:49.800	169.8	00:02:50.200	170.2	00:00:00.400	0.4		2								21	CF_I_Adv_Cnd														21					21				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:50.200	170.2	00:02:50.600	170.6	00:00:00.400	0.4		2							$(	) 	CF_I_Adv_Cnd														) 			$(		) 				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:50.600	170.6	00:02:51.400	171.4	00:00:00.800	0.8		2		sin	ind_pres_sg_3				VA	ist	CF_I_Adv_Cnd	goh	sein	irr											ist			VAFIN	irr	ist			1225	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:51.400	171.4	00:02:53.600	173.6	00:00:02.200	2.2		2		iogiwelih	fem_sg_nom_0				DI	iogiwelīh	CF_I_Adv_Cnd	goh	jeder, jeglicher	a,o											eocouuelih			DI	a,o	eocouuelih			1226	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:53.600	173.6	00:02:55.000	175.0	00:00:01.400	1.4		2		gërni	sg_nom				NA	gërnī	CF_I_Adv_Cnd	goh	(eifriges) Bemühen, Fürsorge, Hingabe	in_fem											kernii			NA	in_fem	kernii			1227	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:55.000	175.0	00:02:55.600	175.6	00:00:00.600	0.6		2		zuo					AP	zuo-	CF_I_Adv_Cnd	goh	zu, hin												zua			PTKVZ		zua-			1228	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:55.600	175.6	00:02:57.200	177.2	00:00:01.600	1.6		2		zuotuon	p_pos_fem_sg_nom_st				VV	gitāniu	CF_I_Adv_Cnd	goh	zuwenden	irr											kitaniu			VVPP	irr	kitaniu			1228	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:57.200	177.2	00:02:58.200	178.2	00:00:01.000	1.0		2		inti					KO	inti	CF_I_Adv_Cnd	goh	und, auch												indi			KON		indi			1229	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:02:58.200	178.2	00:03:00.200	180.2	00:00:02.000	2.0		2		suhtig	pos_fem_pl_dat_st				ADJ	suhtīgēn	CF_I_Adv_Cnd	goh	übel	p											suhtigeem			ADJ	a,o	suhtigeem			1230	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:00.200	180.2	00:03:01.000	181.0	00:00:00.800	0.8		2		ër	masc_pl_gen_3				PPER	iro	CF_I_Adv_Cnd	goh	er, sie, es												iro			DPOS		iro			1231	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:01.000	181.0	00:03:02.200	182.2	00:00:01.200	1.2		2		tat	pl_dat				NA	tātin	CF_I_Adv_Cnd	goh	Tat, Tun, Handeln	i_fem											tatim			NA	i_fem	tatim			1232	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:02.200	182.2	00:03:03.400	183.4	00:00:01.200	1.2		2		al	fem_sg_nom_st				DI	alliu	CF_I_Adv_Cnd	goh	ganz, vollständig, all	p											alliu			DI	a,o	alliu			1233	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:03.400	183.4	00:03:04.200	184.2	00:00:00.800	0.8		2		sin	ind_pres_sg_3				VA	ist	CF_I_Adv_Cnd	goh	sein	irr											ist			VAFIN	irr	ist			1234	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:04.200	184.2	00:03:05.800	185.8	00:00:01.600	1.6		2		ruohha	sg_nom				NA	ruohha	CF_I_Adv_Cnd	goh	(Für)sorge, Sorgfalt, Bemühung	o,n_fem											ruahcha			NA	o,n_fem	ruahcha			1235	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:05.800	185.8	00:03:06.400	186.4	00:00:00.600	0.6		2		zuo					AP	zuo-	CF_I_Adv_Cnd	goh	zu, hin												zua			PTKVZ		zua-			1236	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:06.400	186.4	00:03:07.400	187.4	00:00:01.000	1.0		2		zuotuon					VV	gitān	CF_I_Adv_Cnd	goh	zuwenden	irr											kitan			VVPP	irr	kitan			1236	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:07.400	187.4	00:03:07.800	187.8	00:00:00.400	0.4		2							$,	, 															, 			$,		, 				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:07.800	187.8	00:03:09.000	189.0	00:00:01.200	1.2		2		hirti	sg_nom				NA	hirti	CE	goh	Hirt, Schäfer	ja_masc											hirti			NA	ja_masc	hirti			1237	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:09.000	189.0	00:03:09.800	189.8	00:00:00.800	0.8		2		ër	fem_sg_gen_3				PPER	ira	CE	goh	er, sie, es												iro			DPOS		iro			1238	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:09.800	189.8	00:03:10.400	190.4	00:00:00.600	0.6		2		in					AP	in	CE	goh	in, bei												in			APPR		in			1239	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:10.400	190.4	00:03:11.600	191.6	00:00:01.200	1.2		2		suona	sg_dat				NA	suonu	CE	goh	Gericht	o_fem											suanu			NA	o_fem	suanu			1240	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:11.600	191.6	00:03:13.600	193.6	00:00:02.000	2.0		2		truhtin	sg_gen				NA	truhtīnes	CE	goh	Herr	a_masc											truhtines			NA	a_masc	truhtines			1241	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:13.600	193.6	00:03:16.000	196.0	00:00:02.400	2.4		2		intbintan	p_pos_masc_sg_nom_st				VV	intbuntanēr	CE	goh	entbinden, befreien	st3a											inpuntaneer			VVPP	st3a	inpuntaneer			1242	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:16.000	196.0	00:03:17.400	197.4	00:00:01.400	1.4		2		quëdan	subj_pres_sg_3				VV	quëde	CF_U_M 	goh	sagen, sprechen	st5											qhuede			VVFIN	st5	qhuede			1243	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:17.400	197.4	00:03:18.200	198.2	00:00:00.800	0.8		2		mit					AP	mit	CF_U_M 	goh	mit												mit			APPR		mit			1244	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:18.200	198.2	00:03:20.200	200.2	00:00:02.000	2.0		2		wiʒago	sg_dat				NA	wīʒagin	CF_U_M 	goh	Prophet	n_masc											uuizzagin			NA	n_masc	uuizzagin			1245	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:20.200	200.2	00:03:21.800	201.8	00:00:01.600	1.6		2		truhtin	sg_dat				NA	truhtīne	CF_U_M 	goh	Herr	a_masc											truhtine			NA	a_masc	truhtine			1246	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:21.800	201.8	00:03:22.200	202.2	00:00:00.400	0.4		2							$.	: 															: 			$.		: 				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:22.200	202.2	00:03:22.400	202.4	00:00:00.200	0.2		2																							"					"			1247	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:22.400	202.4	00:03:23.400	203.4	00:00:01.000	1.0		2		rëht	sg_acc				NA	rëht	CF_U_M 	goh	Recht, Gerechtigkeit	a_neut											reht			NA	a_neut	reht			1247	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:23.400	203.4	00:03:24.600	204.6	00:00:01.200	1.2		2		din	neut_sg_acc_st				DPOS	dīnaʒ	CF_U_M 	goh	dein (eigen)	p											dinaz			DPOSN	a,o	dinaz			1248	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:24.600	204.6	00:03:25.000	205.0	00:00:00.400	0.4		2		ni					PTK	nī̆	CF_U_M 	goh	nicht												ni			PTKNEG		ni-			1249	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:25.000	205.0	00:03:26.600	206.6	00:00:01.600	1.6		2		gibërgan	ind_past_sg_1				VV	gibarg	CF_U_M 	goh	verbergen, verstecken	st3b											kiparac			VVFIN	st3b	kiparac			1249	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:26.600	206.6	00:03:27.200	207.2	00:00:00.600	0.6		2		in					AP	in	CF_U_M 	goh	in												in			APPR		in			1250	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:27.200	207.2	00:03:28.600	208.6	00:00:01.400	1.4		2		hërza	sg_dat				NA	hërzin	CF_U_M 	goh	Herz	n_neut											herzin			NA	n_neut	herzin			1251	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:28.600	208.6	00:03:29.800	209.8	00:00:01.200	1.2		2		min	neut_sg_dat_st				DPOS	mînemu	CF_U_M 	goh	mein	p											minemu			DPOSN	a,o	minemu			1252	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:29.800	209.8	00:03:30.200	210.2	00:00:00.400	0.4		2							$,	, 															, 			$,		, 				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:30.200	210.2	00:03:32.200	212.2	00:00:02.000	2.0		2		warhafti	sg_acc				NA	wārhaftī	CF_U_M 	goh	Wahrheit	in_fem											uuarhafti			NA	in_fem	uuarhafti			1253	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:32.200	212.2	00:03:33.200	213.2	00:00:01.000	1.0		2		din	fem_sg_acc_st				DPOS	dīna	CF_U_M 	goh	dein (eigen)	p											dina			DPOSN	a,o	dina			1254	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:33.200	213.2	00:03:34.200	214.2	00:00:01.000	1.0		2		inti					KO	inti	CF_U_M 	goh	und, auch												indi			KON		indi			1255	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:34.200	214.2	00:03:36.200	216.2	00:00:02.000	2.0		2		heilanti	sg_acc				NA	heilantî	CF_U_M 	goh	Heil, Erlösung	in_fem											heilantii			NA	in_fem	heilantii			1256	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:36.200	216.2	00:03:37.200	217.2	00:00:01.000	1.0		2		din	fem_sg_acc_0				DPOS	dīn	CF_U_M 	goh	dein (eigen)	a,o											diin			DPOSN	a,o	diin			1257	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:37.200	217.2	00:03:38.200	218.2	00:00:01.000	1.0		2		quëdan	ind_past_sg_1				VV	quad	CF_U_M 	goh	sagen, sprechen, reden; erzählen, berichten	st5											qhuad			VVFIN	st5	qhuad			1258	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:38.200	218.2	00:03:38.600	218.6	00:00:00.400	0.4		2							$.	. 															. 			$.		. 				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:38.600	218.6	00:03:39.400	219.4	00:00:00.800	0.8		2		ër	masc_pl_nom_3				PPER	sie	CF_U_M 	goh	er, sie, es												Sie			PPER		Sie			1259	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:39.400	219.4	00:03:41.200	221.2	00:00:01.800	1.8		2		giwisso					ADV	giwisso	CF_U_M 	goh	aber, allerdings												keuuisso			ADV		keuuisso			1260	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:41.200	221.2	00:03:43.400	223.4	00:00:02.200	2.2		2		firmanen	pos				VV	firmanēnti	CF_U_M 	goh	verachten, verschmähen, verurteilen	wk3											farmanenti			VVPSD	wk3	farmanenti			1261	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:43.400	223.4	00:03:45.400	225.4	00:00:02.000	2.0		2		firhuggen	ind_past_pl_3				VV	firhugtun	CF_U_M 	goh	verachten, geringschätzen	wk1a											farhocton			VVFIN	wk1b	farhocton			1262	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:45.400	225.4	00:03:46.000	226.0	00:00:00.600	0.6		2		ih	sg_acc_1				PPER	mih	CF_U_M 	goh	ich												mih			PPER		mih			1263	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:46.000	226.0	00:03:46.200	226.2	00:00:00.200	0.2		2							$.	.															.			$.		.				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:46.200	226.2	00:03:46.400	226.4	00:00:00.200	0.2		2																							"					"				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:46.400	226.4	00:03:47.400	227.4	00:00:01.000	1.0		2		inti					KO	inti	CF_I_M   	goh	und, auch												Indi			KON		Indi			1264	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:47.400	227.4	00:03:48.600	228.6	00:00:01.200	1.2		2		danne					ADV	danne	CF_I_M   	goh	dann (einmal), darauf, da(nach)												denne			ADV		denne			1265	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:48.600	228.6	00:03:50.800	230.8	00:00:02.200	2.2		2		aʒ jungist					ADV	aʒ jungist	CF_I_M   	goh	endlich, zuletzt												az iungist			ADV		az iungist				file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:50.800	230.8	00:03:53.000	233.0	00:00:02.200	2.2		2		unhorsam	pos_masc_pl_dat_st				ADJ	unhōrsamēn	CF_I_M   	goh	ungehorsam	p											unhorsamen			ADJS	a,o	unhorsamen			1268	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:53.000	233.0	00:03:54.000	234.0	00:00:01.000	1.0		2		dër	fem_sg_gen				DD	dëra	CF_I_M   	goh	der, die, das												dera			DDA		dera			1269	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:54.000	234.0	00:03:55.600	235.6	00:00:01.600	1.6		2		ruohha	sg_gen				NA	ruohha	CF_I_M   	goh	(Für)sorge, Sorgfalt, Bemühung	o_fem											ruahcha			NA	o,n_fem	ruahcha			1270	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:55.600	235.6	00:03:57.000	237.0	00:00:01.400	1.4		2		sin	fem_sg_gen_st				DPOS	sînera	CF_I_M   	goh	sein (eigen)	p											sinera			DPOSN	a,o	sinera			1271	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
00:03:57.000	237.0	00:03:58.600	238.6	00:00:01.600	1.6		2		scaf	pl_dat				NA	scāfun	CF_I_M   	goh	Schaf	a_neut											scaffum			NA	a_neut	scaffum			1272	file:///media/vbspace/ddd/data/BenediktinerRegel/10_corrections/B_2.eaf
